         Vardas        Pavarde     Galutinis balas
    Vardas24152   Pavarde24152                7.82
    Vardas24155   Pavarde24155                5.02
    Vardas24156   Pavarde24156                6.12
    Vardas24159   Pavarde24159                7.15
    Vardas24160   Pavarde24160                7.33
    Vardas24162   Pavarde24162                6.88
    Vardas24165   Pavarde24165                7.84
    Vardas24167   Pavarde24167                8.97
    Vardas24168   Pavarde24168                6.52
    Vardas24170   Pavarde24170                5.49
    Vardas24174   Pavarde24174                6.47
    Vardas24176   Pavarde24176                6.87
    Vardas24177   Pavarde24177                6.24
    Vardas24178   Pavarde24178                6.43
    Vardas24179   Pavarde24179                7.89
    Vardas24180   Pavarde24180                8.65
    Vardas24181   Pavarde24181                6.25
    Vardas24182   Pavarde24182                5.97
    Vardas24183   Pavarde24183                8.07
    Vardas24184   Pavarde24184                6.45
    Vardas24185   Pavarde24185                5.90
    Vardas24186   Pavarde24186                6.05
    Vardas24188   Pavarde24188                5.33
    Vardas24190   Pavarde24190                7.44
    Vardas24191   Pavarde24191                7.14
    Vardas24193   Pavarde24193                6.88
    Vardas24195   Pavarde24195                8.40
    Vardas24196   Pavarde24196                8.06
    Vardas24197   Pavarde24197                7.91
    Vardas24198   Pavarde24198                6.25
    Vardas24199   Pavarde24199                7.27
    Vardas24200   Pavarde24200                7.29
    Vardas24207   Pavarde24207                7.99
    Vardas24208   Pavarde24208                6.84
    Vardas24209   Pavarde24209                6.19
    Vardas24210   Pavarde24210                7.08
    Vardas24212   Pavarde24212                8.00
    Vardas24213   Pavarde24213                6.44
    Vardas24217   Pavarde24217                8.09
    Vardas24218   Pavarde24218                7.86
    Vardas24219   Pavarde24219                7.81
    Vardas24221   Pavarde24221                5.25
    Vardas24222   Pavarde24222                7.20
    Vardas24223   Pavarde24223                5.12
    Vardas24226   Pavarde24226                5.01
    Vardas24227   Pavarde24227                5.96
    Vardas24230   Pavarde24230                6.76
    Vardas24232   Pavarde24232                6.18
    Vardas24234   Pavarde24234                8.20
    Vardas24235   Pavarde24235                7.57
    Vardas24238   Pavarde24238                6.40
    Vardas24241   Pavarde24241                5.65
    Vardas24243   Pavarde24243                7.15
    Vardas24244   Pavarde24244                5.40
    Vardas24245   Pavarde24245                7.21
    Vardas24247   Pavarde24247                5.95
    Vardas24250   Pavarde24250                7.32
    Vardas24253   Pavarde24253                5.40
    Vardas24254   Pavarde24254                6.57
    Vardas24257   Pavarde24257                7.67
    Vardas24258   Pavarde24258                5.61
    Vardas24259   Pavarde24259                7.14
    Vardas24260   Pavarde24260                6.49
    Vardas24261   Pavarde24261                7.35
    Vardas24262   Pavarde24262                7.61
    Vardas24263   Pavarde24263                8.05
    Vardas24265   Pavarde24265                7.60
    Vardas24266   Pavarde24266                6.16
    Vardas24267   Pavarde24267                6.88
    Vardas24270   Pavarde24270                7.99
    Vardas24272   Pavarde24272                7.54
    Vardas24273   Pavarde24273                5.65
    Vardas24274   Pavarde24274                6.93
    Vardas24276   Pavarde24276                5.55
    Vardas24277   Pavarde24277                5.09
    Vardas24278   Pavarde24278                5.70
    Vardas24279   Pavarde24279                5.85
    Vardas24280   Pavarde24280                7.00
    Vardas24283   Pavarde24283                5.89
    Vardas24285   Pavarde24285                7.67
    Vardas24289   Pavarde24289                6.00
    Vardas24291   Pavarde24291                7.33
    Vardas24292   Pavarde24292                6.37
    Vardas24293   Pavarde24293                6.15
    Vardas24295   Pavarde24295                8.08
    Vardas24296   Pavarde24296                5.51
    Vardas24298   Pavarde24298                5.19
    Vardas24299   Pavarde24299                8.06
    Vardas24301   Pavarde24301                5.33
    Vardas24302   Pavarde24302                8.15
    Vardas24305   Pavarde24305                7.52
    Vardas24308   Pavarde24308                5.74
    Vardas24309   Pavarde24309                6.04
    Vardas24310   Pavarde24310                6.26
    Vardas24312   Pavarde24312                7.44
    Vardas24313   Pavarde24313                6.21
    Vardas24317   Pavarde24317                5.41
    Vardas24319   Pavarde24319                5.82
    Vardas24322   Pavarde24322                5.08
    Vardas24326   Pavarde24326                5.83
    Vardas24327   Pavarde24327                8.00
    Vardas24331   Pavarde24331                7.35
    Vardas24332   Pavarde24332                8.50
    Vardas24334   Pavarde24334                5.27
    Vardas24335   Pavarde24335                5.80
    Vardas24336   Pavarde24336                5.29
    Vardas24337   Pavarde24337                7.07
    Vardas24338   Pavarde24338                7.05
    Vardas24340   Pavarde24340                5.75
    Vardas24341   Pavarde24341                7.03
    Vardas24342   Pavarde24342                6.32
    Vardas24343   Pavarde24343                6.87
    Vardas24344   Pavarde24344                5.20
    Vardas24345   Pavarde24345                7.50
    Vardas24346   Pavarde24346                6.19
    Vardas24347   Pavarde24347                6.24
    Vardas24350   Pavarde24350                6.66
    Vardas24351   Pavarde24351                5.68
    Vardas24352   Pavarde24352                5.41
    Vardas24355   Pavarde24355                6.73
    Vardas24357   Pavarde24357                5.53
    Vardas24359   Pavarde24359                7.63
    Vardas24360   Pavarde24360                7.34
    Vardas24361   Pavarde24361                5.45
    Vardas24362   Pavarde24362                6.05
    Vardas24363   Pavarde24363                5.75
    Vardas24364   Pavarde24364                7.71
    Vardas24366   Pavarde24366                5.13
    Vardas24367   Pavarde24367                6.24
    Vardas24368   Pavarde24368                5.23
    Vardas24371   Pavarde24371                5.43
    Vardas24372   Pavarde24372                5.28
    Vardas24373   Pavarde24373                6.20
    Vardas24376   Pavarde24376                6.18
    Vardas24377   Pavarde24377                5.34
    Vardas24380   Pavarde24380                6.55
    Vardas24382   Pavarde24382                5.40
    Vardas24384   Pavarde24384                6.72
    Vardas24386   Pavarde24386                8.58
    Vardas24387   Pavarde24387                7.16
    Vardas24389   Pavarde24389                5.09
    Vardas24393   Pavarde24393                6.43
    Vardas24396   Pavarde24396                7.97
    Vardas24398   Pavarde24398                5.76
    Vardas24400   Pavarde24400                6.45
    Vardas24401   Pavarde24401                6.97
    Vardas24403   Pavarde24403                7.91
    Vardas24404   Pavarde24404                5.41
    Vardas24406   Pavarde24406                6.08
    Vardas24407   Pavarde24407                7.16
    Vardas24408   Pavarde24408                7.70
    Vardas24409   Pavarde24409                7.59
    Vardas24410   Pavarde24410                7.05
    Vardas24411   Pavarde24411                5.68
    Vardas24413   Pavarde24413                5.74
    Vardas24416   Pavarde24416                7.43
    Vardas24419   Pavarde24419                6.84
    Vardas24420   Pavarde24420                5.54
    Vardas24424   Pavarde24424                5.05
    Vardas24426   Pavarde24426                7.18
    Vardas24427   Pavarde24427                7.52
    Vardas24428   Pavarde24428                7.82
    Vardas24429   Pavarde24429                6.75
    Vardas24431   Pavarde24431                6.06
    Vardas24432   Pavarde24432                5.27
    Vardas24435   Pavarde24435                5.28
    Vardas24438   Pavarde24438                7.09
