         Vardas        Pavarde     Galutinis balas
     Vardas8483    Pavarde8483                3.12
     Vardas8484    Pavarde8484                2.93
     Vardas8485    Pavarde8485                3.34
     Vardas8488    Pavarde8488                3.00
     Vardas8492    Pavarde8492                4.19
     Vardas8493    Pavarde8493                4.95
     Vardas8495    Pavarde8495                4.38
     Vardas8496    Pavarde8496                4.09
     Vardas8498    Pavarde8498                3.93
     Vardas8499    Pavarde8499                3.68
     Vardas8502    Pavarde8502                3.00
     Vardas8506    Pavarde8506                4.71
     Vardas8509    Pavarde8509                3.76
     Vardas8511    Pavarde8511                3.25
     Vardas8512    Pavarde8512                4.62
     Vardas8513    Pavarde8513                4.61
     Vardas8514    Pavarde8514                2.32
     Vardas8515    Pavarde8515                2.47
     Vardas8516    Pavarde8516                3.66
     Vardas8517    Pavarde8517                3.53
     Vardas8518    Pavarde8518                3.08
     Vardas8521    Pavarde8521                5.00
     Vardas8522    Pavarde8522                4.87
     Vardas8524    Pavarde8524                2.68
     Vardas8525    Pavarde8525                4.46
     Vardas8533    Pavarde8533                3.65
     Vardas8540    Pavarde8540                2.86
     Vardas8541    Pavarde8541                3.45
     Vardas8543    Pavarde8543                2.94
     Vardas8544    Pavarde8544                4.46
     Vardas8547    Pavarde8547                3.51
     Vardas8549    Pavarde8549                3.77
     Vardas8554    Pavarde8554                3.28
     Vardas8562    Pavarde8562                3.48
     Vardas8570    Pavarde8570                4.56
     Vardas8571    Pavarde8571                3.46
     Vardas8572    Pavarde8572                4.89
     Vardas8573    Pavarde8573                1.78
     Vardas8574    Pavarde8574                3.89
     Vardas8578    Pavarde8578                3.83
     Vardas8579    Pavarde8579                4.07
     Vardas8580    Pavarde8580                3.82
     Vardas8581    Pavarde8581                3.56
     Vardas8582    Pavarde8582                3.62
     Vardas8585    Pavarde8585                3.83
     Vardas8586    Pavarde8586                3.77
     Vardas8588    Pavarde8588                4.54
     Vardas8589    Pavarde8589                4.73
     Vardas8595    Pavarde8595                4.63
     Vardas8597    Pavarde8597                2.54
     Vardas8598    Pavarde8598                3.83
     Vardas8600    Pavarde8600                4.87
     Vardas8601    Pavarde8601                4.17
     Vardas8602    Pavarde8602                3.71
     Vardas8603    Pavarde8603                3.77
     Vardas8604    Pavarde8604                2.64
     Vardas8605    Pavarde8605                3.26
     Vardas8609    Pavarde8609                4.70
     Vardas8611    Pavarde8611                4.81
     Vardas8612    Pavarde8612                4.52
     Vardas8614    Pavarde8614                3.37
     Vardas8615    Pavarde8615                4.41
     Vardas8616    Pavarde8616                3.34
     Vardas8617    Pavarde8617                3.68
     Vardas8619    Pavarde8619                4.47
     Vardas8623    Pavarde8623                4.59
     Vardas8627    Pavarde8627                3.54
     Vardas8628    Pavarde8628                3.99
     Vardas8629    Pavarde8629                4.02
     Vardas8630    Pavarde8630                4.86
     Vardas8632    Pavarde8632                3.44
     Vardas8633    Pavarde8633                3.86
     Vardas8634    Pavarde8634                2.89
     Vardas8637    Pavarde8637                4.36
     Vardas8640    Pavarde8640                5.00
     Vardas8641    Pavarde8641                4.99
     Vardas8644    Pavarde8644                3.56
     Vardas8645    Pavarde8645                3.72
     Vardas8647    Pavarde8647                2.76
     Vardas8652    Pavarde8652                3.12
     Vardas8655    Pavarde8655                4.81
     Vardas8659    Pavarde8659                2.48
     Vardas8662    Pavarde8662                3.93
     Vardas8663    Pavarde8663                3.71
     Vardas8664    Pavarde8664                4.06
     Vardas8670    Pavarde8670                3.49
     Vardas8673    Pavarde8673                3.49
     Vardas8677    Pavarde8677                2.34
     Vardas8678    Pavarde8678                4.78
     Vardas8682    Pavarde8682                2.60
     Vardas8683    Pavarde8683                3.49
     Vardas8690    Pavarde8690                4.61
     Vardas8694    Pavarde8694                3.86
     Vardas8696    Pavarde8696                2.98
     Vardas8697    Pavarde8697                4.02
     Vardas8702    Pavarde8702                3.55
     Vardas8704    Pavarde8704                4.59
     Vardas8705    Pavarde8705                2.89
     Vardas8711    Pavarde8711                4.64
     Vardas8716    Pavarde8716                3.80
     Vardas8723    Pavarde8723                4.78
     Vardas8725    Pavarde8725                3.16
     Vardas8727    Pavarde8727                4.48
     Vardas8729    Pavarde8729                4.86
     Vardas8731    Pavarde8731                3.94
     Vardas8733    Pavarde8733                3.76
     Vardas8734    Pavarde8734                4.41
     Vardas8737    Pavarde8737                3.90
     Vardas8738    Pavarde8738                3.67
     Vardas8739    Pavarde8739                2.37
     Vardas8740    Pavarde8740                3.32
     Vardas8741    Pavarde8741                3.16
     Vardas8745    Pavarde8745                3.99
     Vardas8746    Pavarde8746                4.34
     Vardas8747    Pavarde8747                4.05
     Vardas8755    Pavarde8755                4.08
     Vardas8756    Pavarde8756                3.68
     Vardas8760    Pavarde8760                3.63
     Vardas8761    Pavarde8761                4.13
     Vardas8762    Pavarde8762                4.19
     Vardas8763    Pavarde8763                3.93
     Vardas8764    Pavarde8764                3.89
     Vardas8770    Pavarde8770                4.69
     Vardas8774    Pavarde8774                3.40
     Vardas8775    Pavarde8775                4.87
     Vardas8776    Pavarde8776                3.52
     Vardas8777    Pavarde8777                4.46
     Vardas8778    Pavarde8778                3.20
     Vardas8779    Pavarde8779                4.89
     Vardas8780    Pavarde8780                3.85
     Vardas8781    Pavarde8781                3.78
     Vardas8788    Pavarde8788                2.59
     Vardas8791    Pavarde8791                4.14
     Vardas8794    Pavarde8794                3.51
     Vardas8796    Pavarde8796                2.74
     Vardas8797    Pavarde8797                4.22
     Vardas8800    Pavarde8800                2.83
     Vardas8805    Pavarde8805                4.50
     Vardas8809    Pavarde8809                3.64
     Vardas8812    Pavarde8812                4.40
     Vardas8813    Pavarde8813                2.98
     Vardas8819    Pavarde8819                4.95
     Vardas8821    Pavarde8821                3.72
     Vardas8823    Pavarde8823                4.07
     Vardas8824    Pavarde8824                3.33
     Vardas8825    Pavarde8825                4.09
     Vardas8828    Pavarde8828                4.60
     Vardas8833    Pavarde8833                4.48
     Vardas8834    Pavarde8834                4.01
     Vardas8839    Pavarde8839                2.61
     Vardas8841    Pavarde8841                4.77
     Vardas8843    Pavarde8843                4.73
     Vardas8846    Pavarde8846                4.04
     Vardas8852    Pavarde8852                3.98
     Vardas8854    Pavarde8854                4.31
     Vardas8857    Pavarde8857                4.18
     Vardas8861    Pavarde8861                4.74
     Vardas8867    Pavarde8867                4.69
     Vardas8869    Pavarde8869                4.99
     Vardas8870    Pavarde8870                2.59
     Vardas8874    Pavarde8874                3.38
     Vardas8876    Pavarde8876                3.69
     Vardas8880    Pavarde8880                3.77
     Vardas8884    Pavarde8884                3.11
     Vardas8885    Pavarde8885                4.25
     Vardas8886    Pavarde8886                4.99
     Vardas8887    Pavarde8887                4.96
